Provinsi,Kabupaten/Kota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Buah-Buahan Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BUAH-BUAHAN,,,"Jeruk, jeruk bali",,,Mangga,,,Apel,,,Rambutan,,,"Duku, langsat",,,Durian,,,Salak,,,Pisang ambon,,,Pisang lainnya,,,Pepaya,,,Semangka,,,Tomat buah,,,Alpokat,,,Jambu biji,,,Buah-buahan lainnya,,
,,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023
Sumatera Utara,Labuhan Batu Selatan,-,-,-,0.135,0.153,0.142,0.006,0.006,0.006,0.014,0.013,0.008,0.002,-,0.001,0.003,0.001,0.038,0.009,0.001,0.002,0.081,0.095,0.07,0.005,0.004,0.007,0.039,0.052,0.045,0.025,0.03,0.023,0.047,0.097,0.055,0.078,0.02,0.039,-,0.007,0.01,-,0.001,0.001,0.02,0.018,0.02
Sumatera Utara,Labuhan Batu Utara,-,-,-,0.15,0.179,0.147,0.021,0.016,0.002,0.011,0.014,0.011,-,0.003,0.006,-,0.007,0.025,0.006,0.002,0.005,0.077,0.082,0.075,0.008,0.007,0.005,0.065,0.056,0.056,0.028,0.034,0.032,0.075,0.172,0.063,0.094,0.072,0.11,-,0.01,0.009,-,0.001,0.004,0.026,0.025,0.019
Sumatera Utara,Nias Utara,-,-,-,0.011,0.017,0.014,-,-,0.001,0.002,0.002,0.003,0.002,-,0.002,0.005,-,-,-,-,-,0.002,0.008,0.004,0.047,0.052,0.043,0.234,0.271,0.175,0.025,0.044,0.058,0.005,0.006,0.01,0.003,0.001,0.003,-,0.002,0.002,-,0.003,0.002,0.004,0.001,0.004
Sumatera Utara,Nias Barat,-,-,-,0.012,0.01,0.011,0.003,-,-,0.004,0.002,0.002,-,0.002,-,0.002,0.008,-,-,-,-,0.002,0.001,0.001,0.013,0.02,0.015,0.328,0.306,0.389,0.017,0.043,0.025,0.007,0.005,0.003,-,0.001,0.001,-,-,-,-,-,-,-,0.003,0.007
Sumatera Utara,Kota Sibolga,-,-,-,0.086,0.102,0.09,0.004,0.008,0.002,0.011,0.015,0.012,-,-,-,0.002,0.001,0.014,-,-,0.001,0.034,0.048,0.04,0.021,0.018,0.022,0.108,0.089,0.1,0.088,0.091,0.054,0.034,0.047,0.035,0.154,0.132,0.144,-,0.02,0.015,-,0.003,0.001,0.054,0.037,0.034
Sumatera Utara,Kota Tanjung Balai,-,-,-,0.148,0.209,0.139,0.034,0.038,0.016,0.014,0.025,0.018,0.004,0.007,0.001,0.004,0.014,0.038,0.002,0.025,0.006,0.052,0.083,0.065,0.005,0.005,0.005,0.09,0.105,0.105,0.07,0.072,0.079,0.089,0.148,0.101,0.148,0.125,0.115,-,0.007,0.013,-,0.005,0.004,0.03,0.03,0.031
Sumatera Utara,Kota Pematang Siantar,-,-,-,0.166,0.184,0.198,0.007,0.009,0.014,0.028,0.022,0.027,0.003,-,0.005,0.001,0.002,0.006,0.021,0.014,0.016,0.027,0.032,0.053,0.036,0.029,0.038,0.167,0.171,0.154,0.143,0.105,0.128,0.091,0.061,0.071,0.118,0.063,0.075,-,0.048,0.041,-,0.024,0.025,0.083,0.058,0.044
Sumatera Utara,Kota Tebing Tinggi,-,-,-,0.14,0.145,0.173,0.014,0.014,0.008,0.02,0.02,0.026,-,-,0.005,-,-,0.01,0.015,0.007,0.004,0.031,0.023,0.03,0.004,0.001,0.002,0.164,0.131,0.131,0.083,0.052,0.077,0.079,0.099,0.054,0.003,0.005,0.004,-,0.014,0.019,-,0.004,0.004,0.086,0.048,0.031
Sumatera Utara,Kota Medan,-,-,-,0.174,0.185,0.195,0.02,0.019,0.017,0.042,0.034,0.026,-,0.001,0.004,0.004,0.005,0.039,0.01,0.002,0.003,0.017,0.036,0.047,0.006,0.017,0.009,0.132,0.123,0.12,0.114,0.116,0.123,0.083,0.083,0.064,0.009,0.008,0.01,-,0.024,0.038,-,0.026,0.021,0.07,0.043,0.042
Sumatera Utara,Kota Binjai,-,-,-,0.089,0.139,0.188,0.004,0.008,0.008,0.025,0.019,0.018,-,0.001,0.001,0.003,0.023,0.036,0.001,0.006,0.001,0.028,0.028,0.03,0.005,0.008,0.003,0.106,0.123,0.078,0.086,0.058,0.061,0.083,0.105,0.072,0.008,0.003,0.007,-,0.023,0.009,-,0.012,0.006,0.073,0.049,0.037
