Province,Regency/City,Year,"Orange, pomelo",Mango,Apple,Rambutan,"Duku, langsat",Durian,Snakefruit,Ambon banana,Papaya,Watermelon,Tomato,Avocado,Guava
Jawa Tengah,Jepara,2021,73.0,1.0,20.0,33.0,37.0,,31.0,17.0,51.0,13.0,1.0,,
Jawa Tengah,Demak,2021,90.0,5.0,33.0,66.0,17.0,2.0,37.0,29.0,67.0,24.0,1.0,,
Jawa Tengah,Semarang,2021,65.0,1.0,18.0,90.0,10.0,6.0,24.0,49.0,59.0,9.0,1.0,,
Jawa Tengah,Temanggung,2021,46.0,2.0,10.0,47.0,5.0,4.0,22.0,41.0,45.0,7.0,2.0,,
Jawa Tengah,Kendal,2021,61.0,1.0,20.0,52.0,7.0,6.0,19.0,25.0,60.0,36.0,,,
Jawa Tengah,Batang,2021,69.0,3.0,10.0,62.0,23.0,3.0,19.0,32.0,38.0,35.0,,,
Jawa Tengah,Pekalongan,2021,48.0,3.0,9.0,24.0,24.0,6.0,30.0,52.0,58.0,33.0,3.0,,
Jawa Tengah,Pemalang,2021,75.0,1.0,18.0,40.0,21.0,,40.0,29.0,57.0,27.0,,,
Jawa Tengah,Tegal,2021,81.0,1.0,15.0,43.0,27.0,,25.0,31.0,52.0,24.0,,,
Jawa Tengah,Brebes,2021,67.0,1.0,14.0,45.0,20.0,3.0,29.0,18.0,51.0,12.0,1.0,,
Jawa Tengah,Kota Magelang,2021,79.0,1.0,32.0,16.0,16.0,1.0,29.0,95.0,101.0,22.0,9.0,,
Jawa Tengah,Kota Surakarta,2021,56.0,1.0,25.0,20.0,2.0,9.0,16.0,126.0,109.0,29.0,3.0,,
Jawa Tengah,Kota Salatiga,2021,83.0,2.0,25.0,136.0,13.0,18.0,21.0,87.0,74.0,29.0,14.0,,
Jawa Tengah,Kota Semarang,2021,75.0,2.0,28.0,30.0,6.0,5.0,22.0,118.0,76.0,31.0,4.0,,
Jawa Tengah,Kota Pekalongan,2021,51.0,5.0,17.0,5.0,14.0,1.0,21.0,17.0,64.0,32.0,1.0,,
Jawa Tengah,Kota Tegal,2021,84.0,5.0,21.0,9.0,22.0,2.0,37.0,15.0,70.0,25.0,1.0,,
DI Yogyakarta,Kulon Progo,2021,71.0,,18.0,24.0,9.0,,19.0,53.0,67.0,15.0,1.0,,
DI Yogyakarta,Bantul,2021,62.0,3.0,26.0,29.0,14.0,4.0,10.0,58.0,119.0,28.0,2.0,,
DI Yogyakarta,Gunung Kidul,2021,65.0,1.0,19.0,43.0,6.0,,31.0,39.0,89.0,13.0,,,
DI Yogyakarta,Sleman,2021,85.0,2.0,33.0,31.0,29.0,8.0,29.0,59.0,161.0,41.0,2.0,,
DI Yogyakarta,Kota Yogyakarta,2021,63.0,2.0,32.0,13.0,12.0,7.0,14.0,50.0,112.0,47.0,3.0,,
Jawa Timur,Pacitan,2021,45.0,,20.0,38.0,,1.0,18.0,46.0,103.0,24.0,,,
Jawa Timur,Ponorogo,2021,30.0,1.0,23.0,46.0,6.0,13.0,17.0,18.0,133.0,25.0,2.0,,
Jawa Timur,Trenggalek,2021,37.0,,17.0,14.0,2.0,2.0,26.0,39.0,112.0,28.0,1.0,,
Jawa Timur,Tulungagung,2021,52.0,2.0,39.0,24.0,8.0,2.0,39.0,92.0,172.0,54.0,2.0,,
Jawa Timur,Blitar,2021,30.0,,20.0,17.0,1.0,3.0,24.0,50.0,123.0,48.0,3.0,,
Jawa Timur,Kediri,2021,44.0,1.0,22.0,56.0,4.0,7.0,36.0,40.0,108.0,38.0,1.0,,
Jawa Timur,Malang,2021,39.0,,21.0,69.0,1.0,5.0,34.0,63.0,105.0,70.0,2.0,,
Jawa Timur,Lumajang,2021,63.0,8.0,27.0,23.0,6.0,16.0,140.0,28.0,213.0,67.0,3.0,,
Jawa Timur,Jember,2021,28.0,2.0,18.0,38.0,7.0,25.0,82.0,21.0,140.0,47.0,2.0,,
Jawa Timur,Banyuwangi,2021,49.0,4.0,24.0,25.0,,4.0,57.0,37.0,103.0,31.0,2.0,,
Jawa Timur,Bondowoso,2021,23.0,2.0,15.0,30.0,3.0,22.0,72.0,54.0,71.0,22.0,4.0,,
Jawa Timur,Situbondo,2021,27.0,5.0,11.0,26.0,7.0,6.0,56.0,30.0,60.0,25.0,1.0,,
Jawa Timur,Probolinggo,2021,22.0,2.0,11.0,19.0,10.0,7.0,59.0,11.0,33.0,14.0,,,
Jawa Timur,Pasuruan,2021,36.0,1.0,27.0,77.0,6.0,61.0,51.0,33.0,55.0,31.0,1.0,,
Jawa Timur,Sidoarjo,2021,73.0,1.0,42.0,42.0,16.0,12.0,37.0,28.0,95.0,57.0,4.0,,
Jawa Timur,Mojokerto,2021,59.0,1.0,25.0,111.0,23.0,23.0,49.0,24.0,95.0,61.0,2.0,,
Jawa Timur,Jombang,2021,56.0,1.0,22.0,112.0,8.0,21.0,50.0,21.0,116.0,29.0,2.0,,
Jawa Timur,Nganjuk,2021,44.0,1.0,21.0,75.0,4.0,12.0,38.0,22.0,109.0,21.0,1.0,,
Jawa Timur,Madiun,2021,52.0,,17.0,86.0,5.0,42.0,18.0,18.0,77.0,20.0,3.0,,
Jawa Timur,Magetan,2021,80.0,,18.0,40.0,8.0,5.0,15.0,23.0,112.0,20.0,1.0,,
Jawa Timur,Ngawi,2021,72.0,,32.0,32.0,4.0,5.0,17.0,39.0,117.0,36.0,,,
Jawa Timur,Bojonegoro,2021,59.0,5.0,26.0,86.0,7.0,1.0,40.0,2.0,64.0,38.0,1.0,,
Jawa Timur,Tuban,2021,70.0,,27.0,68.0,17.0,2.0,51.0,8.0,48.0,66.0,3.0,,
Jawa Timur,Lamongan,2021,63.0,1.0,27.0,92.0,12.0,4.0,47.0,13.0,80.0,43.0,7.0,,
Jawa Timur,Gresik,2021,68.0,2.0,32.0,89.0,14.0,12.0,38.0,22.0,123.0,105.0,7.0,,
Jawa Timur,Bangkalan,2021,29.0,3.0,4.0,99.0,10.0,1.0,20.0,5.0,56.0,28.0,3.0,,
Jawa Timur,Sampang,2021,13.0,1.0,3.0,88.0,6.0,,29.0,2.0,10.0,2.0,2.0,,
Jawa Timur,Pamekasan,2021,20.0,,4.0,81.0,1.0,3.0,31.0,8.0,20.0,1.0,2.0,,
Jawa Timur,Sumenep,2021,42.0,6.0,15.0,77.0,6.0,1.0,21.0,19.0,84.0,6.0,4.0,,
Jawa Timur,Kota Kediri,2021,67.0,,40.0,24.0,12.0,7.0,21.0,97.0,99.0,59.0,5.0,,
Jawa Timur,Kota Blitar,2021,64.0,1.0,41.0,6.0,2.0,6.0,38.0,137.0,125.0,101.0,6.0,,
Jawa Timur,Kota Malang,2021,44.0,1.0,38.0,34.0,2.0,5.0,33.0,70.0,92.0,38.0,6.0,,
Jawa Timur,Kota Probolinggo,2021,29.0,,19.0,33.0,20.0,10.0,71.0,2.0,89.0,27.0,3.0,,
Jawa Timur,Kota Pasuruan,2021,26.0,,18.0,65.0,12.0,47.0,30.0,34.0,79.0,35.0,3.0,,
Jawa Timur,Kota Mojokerto,2021,52.0,1.0,21.0,31.0,10.0,10.0,35.0,45.0,91.0,48.0,3.0,,
Jawa Timur,Kota Madiun,2021,68.0,,29.0,46.0,11.0,17.0,16.0,49.0,115.0,43.0,15.0,,
Jawa Timur,Kota Surabaya,2021,60.0,3.0,38.0,39.0,6.0,14.0,32.0,37.0,136.0,56.0,5.0,,
Jawa Timur,Kota Batu,2021,78.0,2.0,39.0,84.0,,9.0,23.0,84.0,65.0,43.0,1.0,,
Banten,Pandeglang,2021,77.0,1.0,4.0,28.0,9.0,,34.0,22.0,30.0,5.0,2.0,,
Banten,Lebak,2021,105.0,6.0,7.0,51.0,9.0,9.0,38.0,67.0,45.0,9.0,4.0,,
Banten,Tangerang,2021,120.0,17.0,18.0,17.0,33.0,1.0,35.0,37.0,87.0,29.0,7.0,,
Banten,Serang,2021,95.0,8.0,12.0,27.0,16.0,1.0,57.0,33.0,35.0,8.0,9.0,,
Banten,Kota Tangerang,2021,133.0,14.0,32.0,2.0,25.0,4.0,33.0,85.0,147.0,28.0,7.0,,
Banten,Kota Cilegon,2021,144.0,12.0,25.0,28.0,26.0,10.0,47.0,27.0,95.0,31.0,19.0,,
Banten,Kota Serang,2021,102.0,5.0,15.0,22.0,11.0,4.0,38.0,28.0,82.0,21.0,3.0,,
Banten,Kota Tangerang Selatan,2021,149.0,13.0,39.0,3.0,19.0,6.0,33.0,78.0,139.0,31.0,12.0,,
Bali,Jembrana,2021,51.0,,24.0,9.0,,1.0,68.0,11.0,84.0,14.0,5.0,,
Bali,Tabanan,2021,95.0,9.0,33.0,57.0,,6.0,53.0,58.0,108.0,18.0,6.0,,
Bali,Badung,2021,98.0,17.0,30.0,49.0,,2.0,41.0,33.0,80.0,28.0,5.0,,
Bali,Gianyar,2021,154.0,18.0,39.0,72.0,,1.0,89.0,59.0,56.0,13.0,31.0,,
Bali,Klungkung,2021,158.0,1.0,69.0,73.0,,,117.0,74.0,30.0,4.0,3.0,,
Bali,Bangli,2021,132.0,6.0,43.0,78.0,,3.0,73.0,44.0,41.0,4.0,2.0,,
Bali,Karangasem,2021,105.0,4.0,42.0,81.0,,1.0,138.0,25.0,17.0,3.0,24.0,,
Bali,Buleleng,2021,91.0,3.0,34.0,104.0,3.0,44.0,67.0,19.0,40.0,12.0,18.0,,
Bali,Kota Denpasar,2021,83.0,3.0,35.0,54.0,,4.0,46.0,38.0,143.0,63.0,2.0,,
Nusa Tenggara Barat,Lombok Barat,2021,52.0,3.0,37.0,35.0,8.0,6.0,73.0,15.0,85.0,8.0,,,
Nusa Tenggara Barat,Lombok Tengah,2021,39.0,,26.0,74.0,2.0,6.0,72.0,23.0,87.0,2.0,,,
Nusa Tenggara Barat,Lombok Timur,2021,83.0,2.0,33.0,90.0,1.0,8.0,102.0,32.0,116.0,7.0,2.0,,
Nusa Tenggara Barat,Sumbawa,2021,44.0,4.0,37.0,74.0,6.0,4.0,45.0,13.0,38.0,5.0,1.0,,
Nusa Tenggara Barat,Dompu,2021,23.0,,27.0,50.0,2.0,6.0,47.0,30.0,48.0,4.0,,,
Nusa Tenggara Barat,Bima,2021,17.0,4.0,56.0,37.0,,6.0,47.0,8.0,16.0,1.0,,,
Nusa Tenggara Barat,Sumbawa Barat,2021,62.0,1.0,37.0,49.0,7.0,9.0,77.0,27.0,82.0,14.0,,,
Nusa Tenggara Barat,Lombok Utara,2021,61.0,2.0,33.0,80.0,3.0,61.0,38.0,25.0,61.0,7.0,8.0,,
Nusa Tenggara Barat,Kota Mataram,2021,84.0,,56.0,18.0,4.0,35.0,74.0,15.0,204.0,35.0,2.0,,
Nusa Tenggara Barat,Kota Bima,2021,33.0,2.0,48.0,50.0,1.0,15.0,75.0,5.0,58.0,2.0,,,
Nusa Tenggara Timur,Sumba Barat,2021,5.0,,2.0,1.0,,1.0,1.0,64.0,74.0,,,,
Nusa Tenggara Timur,Sumba Timur,2021,23.0,,8.0,6.0,,2.0,2.0,18.0,45.0,2.0,,,
Nusa Tenggara Timur,Kupang,2021,2.0,2.0,1.0,1.0,,,,8.0,19.0,11.0,1.0,,
Nusa Tenggara Timur,Timor Tengah Selatan,2021,2.0,1.0,2.0,,,,1.0,5.0,23.0,62.0,,,
Nusa Tenggara Timur,Timor Tengah Utara,2021,2.0,3.0,4.0,,,,1.0,1.0,26.0,65.0,3.0,,
Nusa Tenggara Timur,Belu,2021,4.0,4.0,3.0,1.0,,,2.0,16.0,66.0,8.0,3.0,,
Nusa Tenggara Timur,Alor,2021,2.0,1.0,6.0,4.0,,,2.0,30.0,34.0,3.0,3.0,,
Nusa Tenggara Timur,Lembata,2021,3.0,,2.0,4.0,,,3.0,24.0,26.0,162.0,3.0,,
Nusa Tenggara Timur,Flores Timur,2021,,1.0,2.0,13.0,,1.0,5.0,24.0,39.0,19.0,1.0,,
Nusa Tenggara Timur,Sikka,2021,3.0,3.0,5.0,4.0,,2.0,6.0,9.0,54.0,,,,
Nusa Tenggara Timur,Ende,2021,8.0,4.0,9.0,11.0,,3.0,4.0,16.0,143.0,15.0,3.0,,
Nusa Tenggara Timur,Ngada,2021,7.0,1.0,3.0,13.0,,7.0,8.0,22.0,41.0,1.0,16.0,,
Nusa Tenggara Timur,Manggarai,2021,5.0,2.0,7.0,3.0,,6.0,3.0,54.0,18.0,2.0,2.0,,
Nusa Tenggara Timur,Rote Ndao,2021,2.0,2.0,2.0,,,,1.0,6.0,15.0,14.0,,,
Nusa Tenggara Timur,Manggarai Barat,2021,4.0,,7.0,4.0,,27.0,6.0,58.0,28.0,5.0,3.0,,
Nusa Tenggara Timur,Sumba Tengah,2021,21.0,,1.0,1.0,,13.0,2.0,40.0,79.0,2.0,,,
Nusa Tenggara Timur,Sumba Barat Daya,2021,28.0,,1.0,5.0,,4.0,2.0,67.0,146.0,1.0,15.0,,
Nusa Tenggara Timur,Nagekeo,2021,4.0,1.0,5.0,3.0,,6.0,5.0,10.0,42.0,11.0,1.0,,
Nusa Tenggara Timur,Manggarai Timur,2021,2.0,5.0,,16.0,,2.0,1.0,51.0,58.0,2.0,4.0,,
Nusa Tenggara Timur,Sabu Raijua,2021,1.0,6.0,9.0,,,,1.0,11.0,12.0,14.0,,,
Nusa Tenggara Timur,Malaka,2021,1.0,14.0,1.0,,,,1.0,20.0,37.0,5.0,2.0,,
Nusa Tenggara Timur,Kota Kupang,2021,38.0,1.0,33.0,18.0,,,7.0,40.0,33.0,3.0,3.0,,
Kalimantan Barat,Sambas,2021,73.0,10.0,8.0,,,,9.0,13.0,37.0,64.0,,,
Kalimantan Barat,Bengkayang,2021,60.0,3.0,9.0,1.0,,,19.0,9.0,63.0,71.0,,,
Kalimantan Barat,Landak,2021,41.0,4.0,4.0,1.0,,,9.0,5.0,40.0,27.0,,,
Kalimantan Barat,Mempawah,2021,40.0,5.0,12.0,,,,6.0,6.0,53.0,69.0,,,
Kalimantan Barat,Sanggau,2021,46.0,6.0,13.0,2.0,,1.0,17.0,22.0,42.0,76.0,1.0,,
Kalimantan Barat,Ketapang,2021,41.0,11.0,10.0,3.0,1.0,2.0,10.0,9.0,64.0,42.0,1.0,,
Kalimantan Barat,Sintang,2021,34.0,3.0,9.0,,,11.0,13.0,25.0,41.0,51.0,2.0,,
Kalimantan Barat,Kapuas Hulu,2021,49.0,6.0,18.0,1.0,1.0,,7.0,13.0,31.0,61.0,1.0,,
Kalimantan Barat,Sekadau,2021,45.0,4.0,8.0,,,1.0,12.0,27.0,40.0,58.0,1.0,,
Kalimantan Barat,Melawi,2021,39.0,1.0,11.0,4.0,,,16.0,14.0,12.0,56.0,1.0,,
Kalimantan Barat,Kayong Utara,2021,55.0,5.0,12.0,,,,14.0,10.0,18.0,27.0,,,
Kalimantan Barat,Kubu Raya,2021,45.0,5.0,6.0,2.0,,,4.0,8.0,54.0,46.0,1.0,,
Kalimantan Barat,Kota Pontianak,2021,55.0,20.0,27.0,1.0,,,9.0,12.0,80.0,76.0,3.0,,
Kalimantan Barat,Kota Singkawang,2021,48.0,8.0,24.0,,,3.0,8.0,15.0,120.0,99.0,1.0,,
Kalimantan Tengah,Kotawaringin Barat,2021,59.0,10.0,19.0,2.0,1.0,,25.0,57.0,45.0,159.0,2.0,,
Kalimantan Tengah,Kotawaringin Timur,2021,48.0,18.0,34.0,3.0,,1.0,19.0,41.0,53.0,114.0,1.0,,
Kalimantan Tengah,Kapuas,2021,21.0,6.0,10.0,10.0,,9.0,22.0,5.0,16.0,72.0,,,
Kalimantan Tengah,Barito Selatan,2021,20.0,26.0,14.0,11.0,1.0,39.0,18.0,13.0,31.0,56.0,2.0,,
Kalimantan Tengah,Barito Utara,2021,34.0,23.0,17.0,86.0,,69.0,9.0,35.0,21.0,58.0,4.0,,
Kalimantan Tengah,Sukamara,2021,64.0,24.0,17.0,3.0,,1.0,33.0,40.0,46.0,78.0,1.0,,
Kalimantan Tengah,Lamandau,2021,60.0,9.0,33.0,2.0,2.0,,39.0,106.0,49.0,116.0,4.0,,
Kalimantan Tengah,Seruyan,2021,54.0,17.0,19.0,13.0,1.0,,28.0,17.0,18.0,95.0,2.0,,
Kalimantan Tengah,Katingan,2021,30.0,7.0,11.0,4.0,2.0,1.0,8.0,37.0,11.0,84.0,,,
Kalimantan Tengah,Pulang Pisau,2021,70.0,18.0,14.0,10.0,2.0,3.0,26.0,27.0,52.0,45.0,5.0,,
Kalimantan Tengah,Gunung Mas,2021,28.0,16.0,9.0,5.0,,1.0,29.0,14.0,17.0,57.0,,,
Kalimantan Tengah,Barito Timur,2021,17.0,8.0,16.0,13.0,2.0,2.0,6.0,3.0,48.0,36.0,1.0,,
Kalimantan Tengah,Murung Raya,2021,20.0,12.0,14.0,10.0,1.0,,8.0,19.0,10.0,39.0,3.0,,
Kalimantan Tengah,Kota Palangka Raya,2021,75.0,28.0,26.0,4.0,,6.0,26.0,57.0,87.0,95.0,1.0,,
Kalimantan Selatan,Tanah Laut,2021,27.0,4.0,21.0,10.0,,5.0,42.0,16.0,74.0,83.0,,,
Kalimantan Selatan,Kota Baru,2021,42.0,17.0,15.0,5.0,1.0,3.0,16.0,7.0,26.0,102.0,4.0,,
Kalimantan Selatan,Banjar,2021,13.0,4.0,17.0,15.0,1.0,7.0,21.0,17.0,34.0,70.0,1.0,,
Kalimantan Selatan,Barito Kuala,2021,86.0,5.0,14.0,6.0,,1.0,33.0,9.0,54.0,71.0,1.0,,
Kalimantan Selatan,Tapin,2021,19.0,10.0,26.0,10.0,,10.0,14.0,19.0,56.0,83.0,3.0,,
Kalimantan Selatan,Hulu Sungai Selatan,2021,20.0,14.0,20.0,19.0,,11.0,11.0,17.0,78.0,24.0,1.0,,
Kalimantan Selatan,Hulu Sungai Tengah,2021,22.0,9.0,18.0,32.0,,12.0,20.0,8.0,76.0,26.0,,,
Kalimantan Selatan,Hulu Sungai Utara,2021,15.0,11.0,9.0,7.0,,2.0,23.0,7.0,27.0,23.0,1.0,,
Kalimantan Selatan,Tabalong,2021,18.0,15.0,16.0,11.0,,7.0,26.0,13.0,51.0,72.0,4.0,,
Kalimantan Selatan,Tanah Bumbu,2021,46.0,15.0,19.0,5.0,,9.0,23.0,27.0,35.0,149.0,2.0,,
Kalimantan Selatan,Balangan,2021,10.0,7.0,14.0,3.0,1.0,9.0,16.0,11.0,41.0,39.0,,,
Kalimantan Selatan,Kota Banjarmasin,2021,16.0,19.0,24.0,6.0,,9.0,22.0,64.0,123.0,74.0,1.0,,
Kalimantan Selatan,Kota Banjar Baru,2021,34.0,9.0,27.0,10.0,,7.0,29.0,55.0,94.0,81.0,3.0,,
Kalimantan Timur,Paser,2021,45.0,35.0,29.0,3.0,,8.0,26.0,45.0,32.0,94.0,5.0,,
Kalimantan Timur,Kutai Barat,2021,26.0,22.0,20.0,69.0,7.0,21.0,2.0,19.0,36.0,44.0,,,
Kalimantan Timur,Kutai Kartanegara,2021,51.0,39.0,23.0,1.0,,3.0,4.0,30.0,38.0,87.0,1.0,,
Kalimantan Timur,Kutai Timur,2021,44.0,43.0,33.0,,1.0,11.0,12.0,35.0,30.0,49.0,4.0,,
Kalimantan Timur,Berau,2021,51.0,24.0,34.0,32.0,5.0,11.0,7.0,34.0,51.0,143.0,5.0,,
Kalimantan Timur,Penajam Paser Utara,2021,65.0,24.0,27.0,,,,16.0,34.0,35.0,110.0,,,
Kalimantan Timur,Mahakam Ulu,2021,10.0,7.0,12.0,12.0,5.0,32.0,1.0,21.0,46.0,12.0,,,
Kalimantan Timur,Kota Balikpapan,2021,102.0,41.0,53.0,,,1.0,12.0,56.0,93.0,96.0,2.0,,
Kalimantan Timur,Kota Samarinda,2021,46.0,29.0,36.0,,,15.0,4.0,48.0,60.0,68.0,4.0,,
Kalimantan Timur,Kota Bontang,2021,58.0,31.0,45.0,2.0,,16.0,10.0,46.0,93.0,65.0,2.0,,
Kalimantan Utara,Malinau,2021,23.0,11.0,9.0,12.0,1.0,18.0,,22.0,35.0,42.0,3.0,,
Kalimantan Utara,Bulungan,2021,36.0,18.0,27.0,6.0,11.0,27.0,2.0,38.0,75.0,77.0,3.0,,
Kalimantan Utara,Tana Tidung,2021,24.0,25.0,30.0,3.0,7.0,4.0,3.0,8.0,32.0,53.0,2.0,,
Kalimantan Utara,Nunukan,2021,26.0,70.0,22.0,4.0,,,,3.0,47.0,43.0,1.0,,
Kalimantan Utara,Kota Tarakan,2021,44.0,43.0,35.0,,3.0,6.0,9.0,26.0,82.0,65.0,2.0,,
Sulawesi Utara,Bolaang Mongondow,2021,22.0,85.0,8.0,6.0,1.0,10.0,14.0,31.0,99.0,50.0,59.0,,
Sulawesi Utara,Minahasa,2021,10.0,63.0,23.0,2.0,5.0,21.0,12.0,34.0,114.0,27.0,143.0,,
Sulawesi Utara,Kepulauan Sangihe,2021,1.0,25.0,2.0,,,,3.0,23.0,84.0,10.0,153.0,,
Sulawesi Utara,Kepulauan Talaud,2021,10.0,10.0,13.0,,,,8.0,9.0,41.0,9.0,176.0,,
Sulawesi Utara,Minahasa Selatan,2021,13.0,22.0,19.0,27.0,7.0,57.0,7.0,33.0,170.0,41.0,131.0,,
Sulawesi Utara,Minahasa Utara,2021,22.0,38.0,28.0,14.0,4.0,11.0,6.0,49.0,158.0,29.0,58.0,,
Sulawesi Utara,Bolaang Mongondow Utara,2021,20.0,129.0,9.0,13.0,1.0,5.0,2.0,27.0,95.0,18.0,120.0,,
Sulawesi Utara,Siau Tagulandang Biaro,2021,11.0,67.0,6.0,,,,15.0,16.0,93.0,4.0,184.0,,
Sulawesi Utara,Minahasa Tenggara,2021,6.0,103.0,14.0,8.0,4.0,13.0,8.0,32.0,119.0,74.0,129.0,,
Sulawesi Utara,Bolaang Mongondow Selatan,2021,20.0,271.0,10.0,9.0,,2.0,10.0,8.0,52.0,10.0,65.0,,
Sulawesi Utara,Bolaang Mongondow Timur,2021,19.0,160.0,13.0,12.0,3.0,31.0,7.0,32.0,87.0,42.0,90.0,,
Sulawesi Utara,Kota Manado,2021,18.0,30.0,31.0,18.0,6.0,35.0,4.0,25.0,97.0,39.0,44.0,,
Sulawesi Utara,Kota Bitung,2021,15.0,112.0,13.0,5.0,,8.0,4.0,40.0,137.0,36.0,173.0,,
Sulawesi Utara,Kota Tomohon,2021,27.0,44.0,24.0,3.0,,20.0,16.0,49.0,122.0,42.0,144.0,,
Sulawesi Utara,Kota Kotamobagu,2021,11.0,22.0,10.0,7.0,,51.0,4.0,45.0,109.0,34.0,155.0,,
Sulawesi Tengah,Banggai Kepulauan,2021,4.0,143.0,7.0,,2.0,37.0,6.0,25.0,49.0,20.0,84.0,,
Sulawesi Tengah,Banggai,2021,29.0,79.0,7.0,2.0,,21.0,5.0,24.0,48.0,12.0,82.0,,
Sulawesi Tengah,Morowali,2021,39.0,23.0,15.0,29.0,,10.0,14.0,10.0,31.0,24.0,101.0,,
Sulawesi Tengah,Poso,2021,14.0,6.0,8.0,12.0,1.0,22.0,5.0,16.0,125.0,33.0,63.0,,
Sulawesi Tengah,Donggala,2021,11.0,130.0,6.0,1.0,,14.0,16.0,25.0,49.0,32.0,112.0,,
Sulawesi Tengah,Toli-Toli,2021,18.0,111.0,5.0,,,17.0,5.0,8.0,41.0,43.0,14.0,,
Sulawesi Tengah,Buol,2021,17.0,83.0,4.0,,,9.0,6.0,9.0,102.0,25.0,77.0,,
Sulawesi Tengah,Parigi Moutong,2021,22.0,152.0,9.0,2.0,2.0,24.0,8.0,14.0,62.0,68.0,117.0,,
Sulawesi Tengah,Tojo Una-Una,2021,4.0,27.0,3.0,2.0,,24.0,3.0,56.0,64.0,38.0,12.0,,
Sulawesi Tengah,Sigi,2021,11.0,70.0,7.0,3.0,,41.0,5.0,14.0,69.0,23.0,142.0,,
Sulawesi Tengah,Banggai Laut,2021,5.0,116.0,4.0,,2.0,66.0,7.0,9.0,29.0,35.0,73.0,,
Sulawesi Tengah,Morowali Utara,2021,18.0,36.0,11.0,7.0,1.0,47.0,16.0,23.0,69.0,32.0,67.0,,
Sulawesi Tengah,Kota Palu,2021,31.0,124.0,33.0,1.0,,9.0,6.0,10.0,99.0,85.0,134.0,,
Sulawesi Selatan,Kepulauan Selayar,2021,3.0,8.0,17.0,14.0,3.0,3.0,4.0,32.0,17.0,3.0,14.0,,
Sulawesi Selatan,Bulukumba,2021,12.0,9.0,24.0,194.0,9.0,176.0,12.0,64.0,58.0,8.0,20.0,,
Sulawesi Selatan,Bantaeng,2021,36.0,20.0,11.0,125.0,18.0,41.0,2.0,49.0,17.0,20.0,1.0,,
Sulawesi Selatan,Jeneponto,2021,11.0,11.0,13.0,78.0,3.0,20.0,4.0,63.0,17.0,1.0,25.0,,
Sulawesi Selatan,Takalar,2021,11.0,5.0,17.0,45.0,2.0,11.0,34.0,8.0,36.0,2.0,18.0,,
Sulawesi Selatan,Gowa,2021,20.0,5.0,28.0,104.0,5.0,16.0,18.0,33.0,46.0,7.0,25.0,,
Sulawesi Selatan,Sinjai,2021,12.0,7.0,7.0,231.0,19.0,69.0,14.0,110.0,73.0,1.0,34.0,,
Sulawesi Selatan,Maros,2021,21.0,10.0,13.0,65.0,5.0,20.0,36.0,17.0,35.0,2.0,24.0,,
Sulawesi Selatan,Pangkajene dan Kepulauan,2021,26.0,10.0,21.0,61.0,1.0,8.0,38.0,15.0,36.0,8.0,3.0,,
Sulawesi Selatan,Barru,2021,10.0,4.0,10.0,21.0,2.0,4.0,16.0,4.0,22.0,7.0,21.0,,
Sulawesi Selatan,Bone,2021,9.0,11.0,12.0,34.0,1.0,12.0,12.0,21.0,35.0,5.0,20.0,,
Sulawesi Selatan,Soppeng,2021,8.0,15.0,9.0,10.0,1.0,19.0,12.0,13.0,50.0,10.0,18.0,,
Sulawesi Selatan,Wajo,2021,20.0,24.0,16.0,11.0,3.0,5.0,18.0,9.0,24.0,18.0,47.0,,
Sulawesi Selatan,Sidenreng Rappang,2021,21.0,9.0,28.0,48.0,2.0,26.0,36.0,10.0,31.0,19.0,22.0,,
Sulawesi Selatan,Pinrang,2021,9.0,4.0,14.0,9.0,,17.0,28.0,8.0,50.0,12.0,58.0,,
Sulawesi Selatan,Enrekang,2021,24.0,10.0,7.0,41.0,,20.0,19.0,29.0,76.0,4.0,5.0,,
Sulawesi Selatan,Luwu,2021,7.0,12.0,9.0,8.0,,25.0,25.0,8.0,63.0,21.0,62.0,,
Sulawesi Selatan,Tana Toraja,2021,28.0,3.0,4.0,8.0,,14.0,8.0,35.0,36.0,7.0,31.0,,
Sulawesi Selatan,Luwu Utara,2021,24.0,5.0,10.0,4.0,,29.0,11.0,18.0,37.0,44.0,113.0,,
Sulawesi Selatan,Luwu Timur,2021,49.0,5.0,34.0,3.0,,20.0,26.0,30.0,105.0,32.0,12.0,,
Sulawesi Selatan,Toraja Utara,2021,28.0,4.0,11.0,4.0,,9.0,9.0,27.0,54.0,5.0,6.0,,
Sulawesi Selatan,Kota Makasar,2021,35.0,21.0,41.0,53.0,4.0,29.0,20.0,45.0,75.0,15.0,24.0,,
Sulawesi Selatan,Kota Parepare,2021,30.0,16.0,32.0,9.0,,27.0,27.0,9.0,101.0,17.0,60.0,,
Sulawesi Selatan,Kota Palopo,2021,22.0,9.0,12.0,2.0,,33.0,11.0,8.0,60.0,24.0,3.0,,
Sulawesi Tenggara,Buton,2021,8.0,9.0,2.0,14.0,,5.0,17.0,36.0,35.0,6.0,25.0,,
Sulawesi Tenggara,Muna,2021,9.0,,14.0,25.0,2.0,1.0,18.0,23.0,54.0,30.0,32.0,,
Sulawesi Tenggara,Konawe,2021,24.0,10.0,19.0,9.0,1.0,6.0,21.0,29.0,31.0,63.0,36.0,,
Sulawesi Tenggara,Kolaka,2021,22.0,6.0,18.0,5.0,,23.0,17.0,12.0,70.0,52.0,38.0,,
