Province,Regency/City,Year,"Orange, pomelo",Mango,Apple,Rambutan,"Duku, langsat",Durian,Snakefruit,Ambon banana,Papaya,Watermelon,Tomato,Avocado,Guava
Lampung,Lampung Utara,2022,87.0,6.0,8.0,,2.0,1.0,45.0,44.0,31.0,46.0,3.0,11.0,5.0
Lampung,Way Kanan,2022,90.0,4.0,14.0,2.0,32.0,,74.0,59.0,48.0,79.0,7.0,10.0,6.0
Lampung,Tulangbawang,2022,98.0,4.0,11.0,6.0,1.0,,64.0,29.0,40.0,40.0,9.0,4.0,11.0
Lampung,Pesawaran,2022,68.0,3.0,11.0,1.0,8.0,1.0,64.0,90.0,84.0,33.0,5.0,2.0,6.0
Lampung,Pringsewu,2022,93.0,6.0,14.0,,1.0,2.0,64.0,35.0,106.0,44.0,2.0,6.0,14.0
Lampung,Mesuji,2022,93.0,12.0,14.0,,2.0,,23.0,30.0,47.0,22.0,1.0,6.0,14.0
Lampung,Tulang Bawang Barat,2022,71.0,5.0,12.0,,1.0,2.0,55.0,32.0,58.0,31.0,1.0,8.0,7.0
Lampung,Pesisir Barat,2022,60.0,3.0,4.0,2.0,2.0,,49.0,75.0,77.0,58.0,3.0,8.0,6.0
Lampung,Kota Bandar Lampung,2022,107.0,18.0,18.0,,4.0,1.0,39.0,78.0,91.0,72.0,10.0,18.0,5.0
Lampung,Kota Metro,2022,131.0,7.0,21.0,,2.0,7.0,43.0,68.0,121.0,39.0,22.0,10.0,20.0
Kep. Bangka Belitung,Bangka,2022,197.0,3.0,27.0,6.0,14.0,,24.0,70.0,83.0,112.0,4.0,35.0,5.0
Kep. Bangka Belitung,Belitung,2022,142.0,25.0,26.0,,11.0,,14.0,58.0,76.0,83.0,1.0,13.0,5.0
Kep. Bangka Belitung,Bangka Barat,2022,179.0,10.0,24.0,9.0,20.0,2.0,20.0,53.0,50.0,194.0,1.0,27.0,3.0
Kep. Bangka Belitung,Bangka Tengah,2022,197.0,13.0,31.0,15.0,46.0,,32.0,68.0,59.0,121.0,4.0,10.0,9.0
Kep. Bangka Belitung,Bangka Selatan,2022,172.0,9.0,16.0,13.0,59.0,1.0,17.0,45.0,31.0,112.0,,3.0,5.0
Kep. Bangka Belitung,Belitung Timur,2022,102.0,11.0,32.0,1.0,9.0,,12.0,34.0,61.0,79.0,,7.0,4.0
Kep. Bangka Belitung,Kota Pangkal Pinang,2022,200.0,14.0,33.0,6.0,13.0,,25.0,81.0,73.0,121.0,4.0,39.0,10.0
Kep. Riau,Karimun,2022,66.0,26.0,21.0,1.0,,1.0,13.0,11.0,66.0,74.0,1.0,7.0,2.0
Kep. Riau,Bintan,2022,82.0,60.0,21.0,1.0,3.0,2.0,10.0,39.0,120.0,120.0,5.0,18.0,10.0
Kep. Riau,Natuna,2022,84.0,7.0,23.0,,1.0,2.0,3.0,19.0,29.0,211.0,1.0,2.0,6.0
Kep. Riau,Lingga,2022,92.0,41.0,17.0,,,,17.0,15.0,26.0,75.0,5.0,7.0,4.0
Kep. Riau,Kepulauan Anambas,2022,72.0,33.0,33.0,,,,2.0,15.0,35.0,91.0,1.0,4.0,1.0
Kep. Riau,Kota Batam,2022,119.0,84.0,35.0,,,4.0,17.0,31.0,89.0,104.0,8.0,12.0,6.0
Kep. Riau,Kota Tanjung Pinang,2022,67.0,31.0,29.0,,2.0,,4.0,22.0,96.0,63.0,2.0,18.0,4.0
DKI Jakarta,Kep. Seribu,2022,146.0,43.0,35.0,11.0,43.0,3.0,16.0,71.0,45.0,31.0,2.0,42.0,24.0
DKI Jakarta,Kota Jakarta Selatan,2022,133.0,16.0,31.0,1.0,4.0,1.0,22.0,84.0,92.0,43.0,12.0,28.0,13.0
DKI Jakarta,Kota Jakarta Timur,2022,133.0,18.0,36.0,4.0,7.0,4.0,52.0,96.0,129.0,55.0,15.0,25.0,12.0
DKI Jakarta,Kota Jakarta Pusat,2022,117.0,24.0,23.0,3.0,10.0,2.0,12.0,120.0,140.0,61.0,4.0,30.0,5.0
DKI Jakarta,Kota Jakarta Barat,2022,107.0,17.0,33.0,2.0,7.0,6.0,26.0,92.0,123.0,48.0,5.0,23.0,12.0
DKI Jakarta,Kota Jakarta Utara,2022,104.0,15.0,24.0,6.0,12.0,1.0,33.0,96.0,120.0,56.0,8.0,22.0,9.0
Jawa Barat,Bogor,2022,122.0,13.0,21.0,25.0,3.0,2.0,52.0,68.0,77.0,34.0,3.0,12.0,16.0
Jawa Barat,Sukabumi,2022,121.0,18.0,23.0,34.0,1.0,7.0,27.0,119.0,88.0,36.0,7.0,17.0,18.0
Jawa Barat,Cianjur,2022,87.0,8.0,16.0,58.0,2.0,,31.0,60.0,75.0,25.0,3.0,7.0,12.0
Jawa Barat,Bandung,2022,107.0,5.0,24.0,86.0,3.0,,27.0,109.0,64.0,19.0,4.0,6.0,4.0
Jawa Barat,Garut,2022,100.0,3.0,20.0,65.0,5.0,1.0,22.0,76.0,51.0,17.0,7.0,13.0,6.0
Jawa Barat,Tasikmalaya,2022,95.0,9.0,33.0,21.0,1.0,2.0,32.0,42.0,72.0,36.0,4.0,14.0,5.0
Jawa Barat,Ciamis,2022,114.0,9.0,36.0,18.0,,,37.0,73.0,99.0,31.0,1.0,30.0,10.0
Jawa Barat,Kuningan,2022,74.0,2.0,17.0,23.0,10.0,,42.0,89.0,61.0,12.0,,7.0,10.0
Jawa Barat,Cirebon,2022,106.0,7.0,12.0,26.0,10.0,2.0,60.0,95.0,56.0,25.0,2.0,5.0,11.0
Jawa Barat,Majalengka,2022,134.0,2.0,23.0,28.0,4.0,4.0,53.0,75.0,57.0,25.0,3.0,11.0,14.0
Jawa Barat,Sumedang,2022,102.0,6.0,12.0,112.0,4.0,2.0,32.0,88.0,81.0,19.0,6.0,13.0,8.0
Jawa Barat,Indramayu,2022,137.0,48.0,24.0,54.0,14.0,2.0,85.0,58.0,76.0,62.0,1.0,6.0,11.0
Jawa Barat,Subang,2022,119.0,7.0,22.0,68.0,13.0,7.0,40.0,72.0,74.0,46.0,1.0,6.0,7.0
Jawa Barat,Purwakarta,2022,130.0,9.0,23.0,24.0,13.0,2.0,45.0,42.0,56.0,44.0,2.0,8.0,4.0
Jawa Barat,Karawang,2022,114.0,12.0,18.0,41.0,9.0,2.0,38.0,37.0,73.0,39.0,1.0,5.0,11.0
Jawa Barat,Bekasi,2022,128.0,6.0,17.0,6.0,4.0,1.0,42.0,70.0,89.0,59.0,3.0,10.0,12.0
Jawa Barat,Bandung Barat,2022,114.0,4.0,21.0,97.0,2.0,,38.0,109.0,97.0,38.0,3.0,10.0,9.0
Jawa Barat,Pangandaran,2022,89.0,12.0,34.0,29.0,3.0,1.0,52.0,51.0,89.0,42.0,1.0,26.0,8.0
Jawa Barat,Kota Bogor,2022,107.0,12.0,25.0,2.0,3.0,1.0,30.0,84.0,87.0,43.0,4.0,24.0,10.0
Jawa Barat,Kota Sukabumi,2022,124.0,10.0,32.0,22.0,5.0,4.0,25.0,128.0,65.0,45.0,4.0,22.0,15.0
Jawa Barat,Kota Bandung,2022,139.0,8.0,38.0,23.0,3.0,3.0,22.0,171.0,95.0,47.0,6.0,20.0,13.0
Jawa Barat,Kota Cirebon,2022,97.0,4.0,23.0,13.0,3.0,6.0,41.0,150.0,101.0,34.0,5.0,10.0,12.0
Jawa Barat,Kota Bekasi,2022,134.0,19.0,35.0,6.0,16.0,4.0,41.0,115.0,136.0,68.0,14.0,29.0,17.0
Jawa Barat,Kota Depok,2022,143.0,7.0,35.0,2.0,5.0,,48.0,101.0,105.0,56.0,9.0,16.0,9.0
Jawa Barat,Kota Cimahi,2022,144.0,4.0,28.0,25.0,4.0,1.0,25.0,167.0,88.0,40.0,7.0,25.0,11.0
Jawa Barat,Kota Tasikmalaya,2022,134.0,4.0,40.0,27.0,5.0,2.0,38.0,101.0,116.0,40.0,9.0,19.0,22.0
Jawa Barat,Kota Banjar,2022,145.0,7.0,37.0,55.0,3.0,,54.0,76.0,196.0,42.0,6.0,55.0,11.0
Jawa Tengah,Cilacap,2022,69.0,2.0,21.0,4.0,10.0,1.0,48.0,37.0,85.0,50.0,,4.0,13.0
Jawa Tengah,Banyumas,2022,99.0,4.0,24.0,26.0,11.0,3.0,70.0,100.0,83.0,44.0,2.0,11.0,18.0
Jawa Tengah,Purbalingga,2022,82.0,3.0,15.0,16.0,12.0,,46.0,64.0,56.0,29.0,,5.0,39.0
Jawa Tengah,Banjarnegara,2022,82.0,3.0,12.0,38.0,25.0,2.0,59.0,78.0,42.0,38.0,1.0,7.0,21.0
Jawa Tengah,Kebumen,2022,102.0,1.0,15.0,50.0,14.0,,43.0,59.0,96.0,31.0,1.0,6.0,33.0
Jawa Tengah,Purworejo,2022,101.0,3.0,15.0,39.0,9.0,,28.0,58.0,112.0,19.0,1.0,10.0,29.0
Jawa Tengah,Wonosobo,2022,65.0,3.0,9.0,112.0,46.0,3.0,69.0,90.0,63.0,31.0,1.0,10.0,22.0
Jawa Tengah,Magelang,2022,88.0,2.0,15.0,60.0,18.0,7.0,32.0,40.0,65.0,31.0,2.0,6.0,23.0
Jawa Tengah,Boyolali,2022,77.0,,11.0,19.0,8.0,1.0,28.0,56.0,80.0,33.0,2.0,9.0,17.0
Jawa Tengah,Klaten,2022,95.0,1.0,29.0,35.0,12.0,4.0,23.0,92.0,102.0,48.0,4.0,11.0,8.0
Jawa Tengah,Sukoharjo,2022,84.0,3.0,24.0,22.0,3.0,1.0,39.0,138.0,108.0,38.0,1.0,10.0,17.0
Jawa Tengah,Wonogiri,2022,64.0,,16.0,44.0,3.0,17.0,25.0,82.0,113.0,25.0,2.0,11.0,14.0
Jawa Tengah,Karanganyar,2022,69.0,,15.0,47.0,13.0,5.0,25.0,82.0,99.0,20.0,2.0,12.0,25.0
Jawa Tengah,Sragen,2022,97.0,,23.0,46.0,7.0,1.0,50.0,69.0,94.0,80.0,4.0,7.0,13.0
Jawa Tengah,Grobogan,2022,83.0,2.0,14.0,25.0,9.0,2.0,54.0,44.0,60.0,64.0,1.0,3.0,14.0
Jawa Tengah,Blora,2022,74.0,,16.0,13.0,8.0,,39.0,20.0,57.0,48.0,3.0,3.0,21.0
Jawa Tengah,Rembang,2022,96.0,,14.0,5.0,17.0,1.0,45.0,9.0,40.0,113.0,3.0,2.0,14.0
Jawa Tengah,Pati,2022,116.0,1.0,19.0,10.0,50.0,2.0,52.0,19.0,73.0,106.0,2.0,9.0,21.0
Jawa Tengah,Kudus,2022,111.0,4.0,28.0,4.0,13.0,1.0,29.0,42.0,70.0,56.0,4.0,8.0,20.0
Jawa Tengah,Jepara,2022,97.0,1.0,16.0,17.0,33.0,1.0,40.0,37.0,71.0,59.0,1.0,6.0,10.0
Jawa Tengah,Demak,2022,104.0,5.0,19.0,10.0,22.0,3.0,62.0,51.0,75.0,62.0,6.0,5.0,20.0
Jawa Tengah,Semarang,2022,92.0,3.0,17.0,63.0,16.0,11.0,24.0,63.0,72.0,37.0,5.0,13.0,11.0
Jawa Tengah,Temanggung,2022,62.0,,7.0,45.0,12.0,6.0,42.0,42.0,40.0,25.0,1.0,13.0,12.0
Jawa Tengah,Kendal,2022,84.0,5.0,17.0,16.0,18.0,3.0,39.0,40.0,65.0,51.0,1.0,11.0,20.0
Jawa Tengah,Batang,2022,80.0,4.0,8.0,50.0,16.0,1.0,33.0,43.0,42.0,62.0,,4.0,9.0
Jawa Tengah,Pekalongan,2022,67.0,2.0,9.0,9.0,13.0,1.0,48.0,52.0,55.0,56.0,1.0,3.0,7.0
Jawa Tengah,Pemalang,2022,77.0,1.0,15.0,48.0,19.0,1.0,49.0,33.0,47.0,41.0,,4.0,14.0
Jawa Tengah,Tegal,2022,91.0,2.0,12.0,48.0,19.0,1.0,48.0,45.0,60.0,38.0,1.0,2.0,11.0
Jawa Tengah,Brebes,2022,88.0,2.0,10.0,56.0,11.0,1.0,52.0,37.0,44.0,25.0,,3.0,12.0
Jawa Tengah,Kota Magelang,2022,97.0,4.0,32.0,8.0,12.0,1.0,22.0,79.0,90.0,45.0,13.0,12.0,24.0
Jawa Tengah,Kota Surakarta,2022,60.0,2.0,27.0,34.0,7.0,9.0,28.0,139.0,100.0,68.0,5.0,24.0,16.0
Jawa Tengah,Kota Salatiga,2022,91.0,2.0,40.0,37.0,49.0,17.0,22.0,117.0,97.0,20.0,4.0,16.0,24.0
Jawa Tengah,Kota Semarang,2022,87.0,7.0,21.0,6.0,11.0,6.0,31.0,123.0,66.0,76.0,11.0,20.0,25.0
Jawa Tengah,Kota Pekalongan,2022,60.0,7.0,6.0,6.0,3.0,2.0,42.0,30.0,65.0,64.0,,12.0,18.0
Jawa Tengah,Kota Tegal,2022,84.0,14.0,21.0,28.0,7.0,1.0,43.0,22.0,78.0,49.0,1.0,7.0,13.0
DI Yogyakarta,Kulon Progo,2022,105.0,1.0,24.0,46.0,10.0,5.0,29.0,77.0,69.0,35.0,,12.0,18.0
DI Yogyakarta,Bantul,2022,102.0,1.0,25.0,22.0,14.0,,22.0,67.0,122.0,38.0,3.0,11.0,14.0
DI Yogyakarta,Gunung Kidul,2022,96.0,1.0,26.0,48.0,6.0,,29.0,36.0,83.0,17.0,1.0,3.0,6.0
DI Yogyakarta,Sleman,2022,124.0,3.0,40.0,21.0,21.0,4.0,33.0,78.0,171.0,65.0,3.0,25.0,16.0
DI Yogyakarta,Kota Yogyakarta,2022,79.0,5.0,31.0,2.0,9.0,2.0,24.0,82.0,124.0,52.0,4.0,13.0,27.0
Jawa Timur,Pacitan,2022,75.0,,17.0,46.0,1.0,11.0,21.0,58.0,86.0,22.0,,17.0,3.0
Jawa Timur,Ponorogo,2022,61.0,2.0,25.0,39.0,5.0,11.0,30.0,35.0,125.0,37.0,4.0,14.0,15.0
Jawa Timur,Trenggalek,2022,71.0,,24.0,35.0,7.0,28.0,37.0,32.0,105.0,45.0,3.0,14.0,5.0
Jawa Timur,Tulungagung,2022,84.0,6.0,26.0,26.0,15.0,24.0,51.0,107.0,192.0,119.0,2.0,27.0,17.0
Jawa Timur,Blitar,2022,60.0,,16.0,15.0,5.0,6.0,33.0,60.0,107.0,64.0,2.0,14.0,14.0
Jawa Timur,Kediri,2022,79.0,,19.0,26.0,9.0,18.0,42.0,25.0,108.0,114.0,2.0,18.0,14.0
Jawa Timur,Malang,2022,51.0,1.0,23.0,19.0,2.0,3.0,37.0,73.0,92.0,75.0,1.0,22.0,13.0
Jawa Timur,Lumajang,2022,80.0,4.0,20.0,13.0,9.0,8.0,81.0,59.0,124.0,142.0,2.0,12.0,13.0
Jawa Timur,Jember,2022,38.0,4.0,15.0,14.0,3.0,8.0,79.0,38.0,125.0,67.0,2.0,12.0,30.0
Jawa Timur,Banyuwangi,2022,74.0,6.0,26.0,9.0,3.0,2.0,55.0,29.0,116.0,106.0,3.0,13.0,24.0
Jawa Timur,Bondowoso,2022,28.0,2.0,14.0,6.0,5.0,8.0,60.0,49.0,87.0,29.0,4.0,11.0,20.0
Jawa Timur,Situbondo,2022,48.0,17.0,14.0,10.0,7.0,4.0,48.0,46.0,108.0,54.0,1.0,5.0,10.0
Jawa Timur,Probolinggo,2022,23.0,3.0,8.0,6.0,3.0,3.0,62.0,6.0,38.0,24.0,,3.0,6.0
Jawa Timur,Pasuruan,2022,48.0,2.0,23.0,48.0,11.0,33.0,59.0,46.0,54.0,47.0,1.0,19.0,14.0
Jawa Timur,Sidoarjo,2022,68.0,6.0,24.0,12.0,8.0,5.0,46.0,35.0,96.0,87.0,4.0,22.0,20.0
Jawa Timur,Mojokerto,2022,91.0,2.0,17.0,56.0,20.0,6.0,55.0,34.0,111.0,91.0,1.0,21.0,12.0
Jawa Timur,Jombang,2022,65.0,3.0,18.0,45.0,5.0,13.0,72.0,41.0,113.0,78.0,1.0,10.0,10.0
Jawa Timur,Nganjuk,2022,61.0,,18.0,19.0,1.0,2.0,48.0,29.0,107.0,48.0,,9.0,10.0
Jawa Timur,Madiun,2022,63.0,1.0,24.0,47.0,14.0,25.0,23.0,25.0,90.0,35.0,3.0,8.0,7.0
Jawa Timur,Magetan,2022,90.0,1.0,15.0,81.0,3.0,3.0,21.0,30.0,87.0,49.0,3.0,15.0,12.0
Jawa Timur,Ngawi,2022,92.0,,16.0,74.0,3.0,4.0,23.0,36.0,121.0,59.0,,6.0,11.0
Jawa Timur,Bojonegoro,2022,73.0,2.0,19.0,53.0,5.0,,69.0,3.0,66.0,70.0,2.0,3.0,13.0
Jawa Timur,Tuban,2022,101.0,3.0,21.0,30.0,28.0,3.0,76.0,11.0,56.0,125.0,2.0,2.0,15.0
Jawa Timur,Lamongan,2022,91.0,6.0,44.0,53.0,17.0,2.0,54.0,11.0,79.0,73.0,3.0,4.0,14.0
Jawa Timur,Gresik,2022,79.0,4.0,20.0,33.0,15.0,5.0,60.0,22.0,91.0,136.0,9.0,12.0,9.0
Jawa Timur,Bangkalan,2022,58.0,3.0,5.0,54.0,19.0,2.0,53.0,10.0,63.0,43.0,,6.0,4.0
Jawa Timur,Sampang,2022,24.0,1.0,3.0,52.0,3.0,,35.0,4.0,21.0,6.0,1.0,,7.0
Jawa Timur,Pamekasan,2022,34.0,1.0,5.0,16.0,1.0,,41.0,7.0,64.0,7.0,1.0,7.0,5.0
Jawa Timur,Sumenep,2022,93.0,17.0,36.0,51.0,6.0,7.0,89.0,28.0,161.0,42.0,,10.0,14.0
Jawa Timur,Kota Kediri,2022,106.0,,27.0,10.0,8.0,13.0,28.0,82.0,122.0,80.0,3.0,17.0,21.0
Jawa Timur,Kota Blitar,2022,84.0,,35.0,4.0,5.0,9.0,34.0,131.0,87.0,60.0,8.0,26.0,27.0
Jawa Timur,Kota Malang,2022,80.0,3.0,46.0,7.0,2.0,3.0,38.0,76.0,104.0,40.0,14.0,30.0,25.0
Jawa Timur,Kota Probolinggo,2022,40.0,3.0,17.0,1.0,2.0,5.0,53.0,5.0,85.0,37.0,2.0,8.0,12.0
Jawa Timur,Kota Pasuruan,2022,52.0,1.0,24.0,3.0,6.0,11.0,29.0,37.0,49.0,63.0,2.0,24.0,19.0
Jawa Timur,Kota Mojokerto,2022,61.0,,20.0,9.0,3.0,13.0,38.0,38.0,90.0,70.0,5.0,17.0,8.0
Jawa Timur,Kota Madiun,2022,99.0,3.0,30.0,56.0,6.0,13.0,38.0,84.0,161.0,78.0,11.0,27.0,26.0
Jawa Timur,Kota Surabaya,2022,71.0,5.0,33.0,26.0,7.0,5.0,44.0,61.0,114.0,90.0,5.0,14.0,12.0
Jawa Timur,Kota Batu,2022,134.0,1.0,37.0,8.0,1.0,5.0,20.0,73.0,84.0,73.0,5.0,26.0,23.0
Banten,Pandeglang,2022,81.0,7.0,7.0,50.0,5.0,2.0,55.0,28.0,38.0,21.0,1.0,3.0,7.0
Banten,Lebak,2022,97.0,10.0,10.0,70.0,12.0,43.0,61.0,112.0,58.0,18.0,6.0,2.0,12.0
Banten,Tangerang,2022,124.0,24.0,21.0,11.0,13.0,2.0,53.0,38.0,98.0,59.0,7.0,13.0,13.0
Banten,Serang,2022,117.0,7.0,13.0,35.0,5.0,4.0,72.0,37.0,57.0,54.0,11.0,2.0,9.0
Banten,Kota Tangerang,2022,130.0,15.0,32.0,5.0,4.0,1.0,53.0,86.0,148.0,69.0,11.0,25.0,16.0
Banten,Kota Cilegon,2022,134.0,10.0,20.0,22.0,3.0,1.0,55.0,29.0,85.0,54.0,11.0,13.0,13.0
Banten,Kota Serang,2022,96.0,16.0,15.0,18.0,4.0,2.0,48.0,44.0,78.0,41.0,4.0,11.0,6.0
Banten,Kota Tangerang Selatan,2022,141.0,9.0,35.0,5.0,2.0,2.0,46.0,99.0,143.0,34.0,8.0,21.0,14.0
Bali,Jembrana,2022,79.0,1.0,41.0,4.0,1.0,1.0,46.0,23.0,112.0,31.0,8.0,5.0,9.0
Bali,Tabanan,2022,91.0,12.0,26.0,20.0,,5.0,48.0,27.0,95.0,23.0,2.0,7.0,8.0
Bali,Badung,2022,100.0,13.0,40.0,15.0,1.0,1.0,38.0,43.0,99.0,47.0,1.0,12.0,11.0
Bali,Gianyar,2022,163.0,16.0,64.0,44.0,,,94.0,86.0,71.0,26.0,23.0,2.0,6.0
Bali,Klungkung,2022,173.0,9.0,93.0,21.0,,,87.0,56.0,52.0,17.0,2.0,2.0,8.0
Bali,Bangli,2022,217.0,19.0,122.0,42.0,,5.0,107.0,59.0,44.0,18.0,6.0,7.0,14.0
Bali,Karangasem,2022,116.0,3.0,63.0,30.0,,10.0,78.0,14.0,36.0,8.0,21.0,,6.0
Bali,Buleleng,2022,111.0,6.0,47.0,42.0,5.0,18.0,67.0,25.0,100.0,33.0,9.0,8.0,7.0
Bali,Kota Denpasar,2022,96.0,11.0,31.0,14.0,1.0,,31.0,59.0,131.0,62.0,4.0,10.0,13.0
Nusa Tenggara Barat,Lombok Barat,2022,73.0,3.0,30.0,27.0,10.0,2.0,55.0,31.0,108.0,16.0,1.0,3.0,10.0
Nusa Tenggara Barat,Lombok Tengah,2022,66.0,2.0,18.0,31.0,7.0,4.0,61.0,21.0,83.0,3.0,1.0,8.0,41.0
Nusa Tenggara Barat,Lombok Timur,2022,99.0,5.0,35.0,38.0,6.0,2.0,108.0,42.0,135.0,16.0,1.0,10.0,16.0
Nusa Tenggara Barat,Sumbawa,2022,68.0,6.0,42.0,37.0,2.0,3.0,58.0,33.0,60.0,15.0,1.0,6.0,17.0
Nusa Tenggara Barat,Dompu,2022,36.0,1.0,24.0,34.0,,,48.0,37.0,70.0,4.0,1.0,2.0,5.0
Nusa Tenggara Barat,Bima,2022,21.0,4.0,26.0,28.0,,1.0,58.0,25.0,22.0,2.0,1.0,10.0,6.0
Nusa Tenggara Barat,Sumbawa Barat,2022,66.0,1.0,37.0,39.0,14.0,5.0,80.0,23.0,119.0,24.0,2.0,11.0,15.0
Nusa Tenggara Barat,Lombok Utara,2022,106.0,5.0,39.0,66.0,4.0,43.0,66.0,39.0,172.0,43.0,1.0,26.0,11.0
Nusa Tenggara Barat,Kota Mataram,2022,98.0,6.0,49.0,14.0,9.0,1.0,54.0,19.0,153.0,69.0,3.0,15.0,6.0
Nusa Tenggara Barat,Kota Bima,2022,30.0,4.0,37.0,12.0,2.0,,44.0,11.0,48.0,2.0,,10.0,17.0
Nusa Tenggara Timur,Sumba Barat,2022,6.0,,4.0,5.0,,,2.0,71.0,92.0,,1.0,34.0,6.0
Nusa Tenggara Timur,Sumba Timur,2022,9.0,1.0,9.0,,,,3.0,19.0,44.0,5.0,2.0,17.0,14.0
Nusa Tenggara Timur,Kupang,2022,1.0,1.0,2.0,,,,1.0,18.0,35.0,3.0,1.0,21.0,2.0
Nusa Tenggara Timur,Timor Tengah Selatan,2022,3.0,,5.0,,,,1.0,6.0,55.0,18.0,1.0,113.0,42.0
Nusa Tenggara Timur,Timor Tengah Utara,2022,5.0,,5.0,3.0,,,1.0,9.0,35.0,3.0,5.0,34.0,25.0
Nusa Tenggara Timur,Belu,2022,5.0,1.0,2.0,,,,1.0,17.0,75.0,2.0,1.0,7.0,11.0
Nusa Tenggara Timur,Alor,2022,2.0,,4.0,2.0,,,,41.0,42.0,7.0,3.0,15.0,15.0
Nusa Tenggara Timur,Lembata,2022,3.0,1.0,1.0,2.0,,,2.0,49.0,50.0,28.0,1.0,91.0,16.0
Nusa Tenggara Timur,Flores Timur,2022,1.0,,3.0,6.0,1.0,,2.0,49.0,69.0,1.0,2.0,46.0,3.0
Nusa Tenggara Timur,Sikka,2022,12.0,3.0,5.0,,,,11.0,8.0,117.0,3.0,2.0,30.0,8.0
Nusa Tenggara Timur,Ende,2022,6.0,16.0,8.0,3.0,,1.0,4.0,7.0,139.0,20.0,2.0,48.0,6.0
Nusa Tenggara Timur,Ngada,2022,22.0,7.0,5.0,6.0,,1.0,3.0,31.0,88.0,3.0,27.0,28.0,15.0
Nusa Tenggara Timur,Manggarai,2022,6.0,3.0,10.0,,,1.0,5.0,67.0,39.0,,2.0,36.0,18.0
Nusa Tenggara Timur,Rote Ndao,2022,,,2.0,,,,,4.0,8.0,,,3.0,4.0
Nusa Tenggara Timur,Manggarai Barat,2022,8.0,5.0,6.0,,,,2.0,70.0,30.0,5.0,1.0,22.0,2.0
Nusa Tenggara Timur,Sumba Tengah,2022,19.0,,3.0,2.0,,,1.0,51.0,91.0,1.0,,25.0,27.0
Nusa Tenggara Timur,Sumba Barat Daya,2022,6.0,,1.0,10.0,,,2.0,93.0,174.0,10.0,12.0,57.0,8.0
Nusa Tenggara Timur,Nagekeo,2022,7.0,1.0,3.0,2.0,,,2.0,19.0,67.0,5.0,4.0,51.0,12.0
Nusa Tenggara Timur,Manggarai Timur,2022,,,2.0,1.0,,,2.0,60.0,41.0,2.0,3.0,31.0,4.0
Nusa Tenggara Timur,Sabu Raijua,2022,2.0,3.0,1.0,,,,,9.0,37.0,17.0,7.0,7.0,
Nusa Tenggara Timur,Malaka,2022,1.0,4.0,1.0,,,,,26.0,57.0,3.0,2.0,13.0,15.0
Nusa Tenggara Timur,Kota Kupang,2022,23.0,,28.0,1.0,,,7.0,54.0,39.0,,3.0,69.0,5.0
Kalimantan Barat,Sambas,2022,83.0,5.0,7.0,,6.0,,8.0,17.0,65.0,189.0,,1.0,8.0
Kalimantan Barat,Bengkayang,2022,92.0,4.0,12.0,,,,11.0,20.0,98.0,93.0,,7.0,4.0
Kalimantan Barat,Landak,2022,89.0,3.0,11.0,,,,29.0,18.0,71.0,76.0,,2.0,11.0
Kalimantan Barat,Mempawah,2022,52.0,10.0,7.0,,2.0,,11.0,12.0,42.0,116.0,,5.0,2.0
Kalimantan Barat,Sanggau,2022,70.0,6.0,10.0,,,,22.0,19.0,46.0,96.0,2.0,2.0,3.0
Kalimantan Barat,Ketapang,2022,50.0,11.0,12.0,2.0,2.0,,9.0,11.0,38.0,90.0,2.0,4.0,3.0
Kalimantan Barat,Sintang,2022,46.0,2.0,10.0,,,,24.0,20.0,49.0,97.0,,3.0,4.0
Kalimantan Barat,Kapuas Hulu,2022,32.0,5.0,7.0,2.0,1.0,,8.0,21.0,51.0,102.0,1.0,1.0,4.0
Kalimantan Barat,Sekadau,2022,63.0,3.0,14.0,,,,22.0,21.0,51.0,72.0,1.0,1.0,3.0
Kalimantan Barat,Melawi,2022,54.0,4.0,13.0,1.0,,,37.0,32.0,17.0,74.0,4.0,4.0,5.0
Kalimantan Barat,Kayong Utara,2022,76.0,4.0,13.0,1.0,,,12.0,30.0,20.0,89.0,,1.0,3.0
Kalimantan Barat,Kubu Raya,2022,47.0,10.0,9.0,,,,13.0,17.0,73.0,120.0,1.0,2.0,3.0
Kalimantan Barat,Kota Pontianak,2022,84.0,12.0,20.0,,,,9.0,15.0,120.0,180.0,1.0,10.0,6.0
Kalimantan Barat,Kota Singkawang,2022,80.0,5.0,28.0,,,,5.0,22.0,182.0,146.0,2.0,20.0,4.0
Kalimantan Tengah,Kotawaringin Barat,2022,84.0,19.0,32.0,1.0,2.0,1.0,39.0,60.0,58.0,194.0,14.0,11.0,7.0
Kalimantan Tengah,Kotawaringin Timur,2022,46.0,22.0,23.0,1.0,1.0,,15.0,56.0,60.0,147.0,1.0,6.0,4.0
Kalimantan Tengah,Kapuas,2022,39.0,6.0,14.0,3.0,4.0,1.0,20.0,32.0,42.0,133.0,2.0,2.0,3.0
Kalimantan Tengah,Barito Selatan,2022,31.0,38.0,14.0,5.0,1.0,3.0,25.0,22.0,58.0,130.0,7.0,1.0,9.0
Kalimantan Tengah,Barito Utara,2022,43.0,18.0,22.0,3.0,5.0,1.0,22.0,47.0,34.0,126.0,8.0,1.0,8.0
Kalimantan Tengah,Sukamara,2022,97.0,47.0,33.0,1.0,5.0,2.0,50.0,30.0,55.0,125.0,8.0,6.0,6.0
